userId	geneSymbol	geneName	entrezgene	gLink
ENSMUSG00000028557	Rnf11	ring finger protein 11	29864	https://www.ncbi.nlm.nih.gov/gene/?term=29864
ENSMUSG00000029265	Dr1	down-regulator of transcription 1	13486	https://www.ncbi.nlm.nih.gov/gene/?term=13486
ENSMUSG00000029422	Rsrc2	arginine/serine-rich coiled-coil 2	208606	https://www.ncbi.nlm.nih.gov/gene/?term=208606
ENSMUSG00000029629	Phf14	PHD finger protein 14	75725	https://www.ncbi.nlm.nih.gov/gene/?term=75725
ENSMUSG00000029840	Mtpn	myotrophin	14489	https://www.ncbi.nlm.nih.gov/gene/?term=14489
ENSMUSG00000030016	Zfp638	zinc finger protein 638	18139	https://www.ncbi.nlm.nih.gov/gene/?term=18139
ENSMUSG00000031099	Smarca1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	93761	https://www.ncbi.nlm.nih.gov/gene/?term=93761
ENSMUSG00000032468	Armc8	armadillo repeat containing 8	74125	https://www.ncbi.nlm.nih.gov/gene/?term=74125
ENSMUSG00000032757	Bet1	Bet1 golgi vesicular membrane trafficking protein	12068	https://www.ncbi.nlm.nih.gov/gene/?term=12068
ENSMUSG00000032839	Trpc1	transient receptor potential cation channel, subfamily C, member 1	22063	https://www.ncbi.nlm.nih.gov/gene/?term=22063
ENSMUSG00000032846	Zswim6	zinc finger SWIM-type containing 6	67263	https://www.ncbi.nlm.nih.gov/gene/?term=67263
ENSMUSG00000035762	Tmem161b	transmembrane protein 161B	72745	https://www.ncbi.nlm.nih.gov/gene/?term=72745
ENSMUSG00000035898	Uba6	ubiquitin-like modifier activating enzyme 6	231380	https://www.ncbi.nlm.nih.gov/gene/?term=231380
ENSMUSG00000036712	Cyld	CYLD lysine 63 deubiquitinase	74256	https://www.ncbi.nlm.nih.gov/gene/?term=74256
ENSMUSG00000038039	Gcc2	GRIP and coiled-coil domain containing 2	70297	https://www.ncbi.nlm.nih.gov/gene/?term=70297
ENSMUSG00000040383	Aqr	aquarius	11834	https://www.ncbi.nlm.nih.gov/gene/?term=11834
ENSMUSG00000040455	Usp45	ubiquitin specific petidase 45	77593	https://www.ncbi.nlm.nih.gov/gene/?term=77593
ENSMUSG00000040729	Cep126	centrosomal protein 126	234915	https://www.ncbi.nlm.nih.gov/gene/?term=234915
ENSMUSG00000042079	Hnrnpf	heterogeneous nuclear ribonucleoprotein F	98758	https://www.ncbi.nlm.nih.gov/gene/?term=98758
ENSMUSG00000042699	Dhx9	DEAH (Asp-Glu-Ala-His) box polypeptide 9	13211	https://www.ncbi.nlm.nih.gov/gene/?term=13211
ENSMUSG00000046982	Tshz1	teashirt zinc finger family member 1	110796	https://www.ncbi.nlm.nih.gov/gene/?term=110796
ENSMUSG00000047342	Zfp286	zinc finger protein 286	192651	https://www.ncbi.nlm.nih.gov/gene/?term=192651
ENSMUSG00000049321	Zfp2	zinc finger protein 2	22678	https://www.ncbi.nlm.nih.gov/gene/?term=22678
ENSMUSG00000049659	Aftph	aftiphilin	216549	https://www.ncbi.nlm.nih.gov/gene/?term=216549
ENSMUSG00000051379	Flrt3	fibronectin leucine rich transmembrane protein 3	71436	https://www.ncbi.nlm.nih.gov/gene/?term=71436
ENSMUSG00000052144	Ppp4r2	protein phosphatase 4, regulatory subunit 2	232314	https://www.ncbi.nlm.nih.gov/gene/?term=232314
ENSMUSG00000054976	Nyap2	neuronal tyrosine-phophorylated phosphoinositide 3-kinase adaptor 2	241134	https://www.ncbi.nlm.nih.gov/gene/?term=241134
ENSMUSG00000056870	Gulp1	GULP, engulfment adaptor PTB domain containing 1	70676	https://www.ncbi.nlm.nih.gov/gene/?term=70676
ENSMUSG00000057715	A830018L16Rik	RIKEN cDNA A830018L16 gene	320492	https://www.ncbi.nlm.nih.gov/gene/?term=320492
ENSMUSG00000058240	Cryzl1	crystallin, zeta (quinone reductase)-like 1	66609	https://www.ncbi.nlm.nih.gov/gene/?term=66609
ENSMUSG00000058355	Abce1	ATP-binding cassette, sub-family E (OABP), member 1	24015	https://www.ncbi.nlm.nih.gov/gene/?term=24015
ENSMUSG00000062232	Rapgef2	Rap guanine nucleotide exchange factor (GEF) 2	76089	https://www.ncbi.nlm.nih.gov/gene/?term=76089
ENSMUSG00000069049	Eif2s3y	eukaryotic translation initiation factor 2, subunit 3, structural gene Y-linked	26908	https://www.ncbi.nlm.nih.gov/gene/?term=26908
ENSMUSG00000071660	Ttc9c	tetratricopeptide repeat domain 9C	70387	https://www.ncbi.nlm.nih.gov/gene/?term=70387
ENSMUSG00000086429	Gt(ROSA)26Sor	gene trap ROSA 26, Philippe Soriano	14910	https://www.ncbi.nlm.nih.gov/gene/?term=14910
ENSMUSG00000094870	Zfp131	zinc finger protein 131	72465	https://www.ncbi.nlm.nih.gov/gene/?term=72465
ENSMUSG00000098557	Kctd12	potassium channel tetramerisation domain containing 12	239217	https://www.ncbi.nlm.nih.gov/gene/?term=239217
ENSMUSG00000004980	Hnrnpa2b1	heterogeneous nuclear ribonucleoprotein A2/B1	53379	https://www.ncbi.nlm.nih.gov/gene/?term=53379
ENSMUSG00000010505	Myt1	myelin transcription factor 1	17932	https://www.ncbi.nlm.nih.gov/gene/?term=17932
ENSMUSG00000020309	Chac2	ChaC, cation transport regulator 2	68044	https://www.ncbi.nlm.nih.gov/gene/?term=68044
ENSMUSG00000020650	Bcap29	B cell receptor associated protein 29	12033	https://www.ncbi.nlm.nih.gov/gene/?term=12033
ENSMUSG00000021373	Cap2	CAP, adenylate cyclase-associated protein, 2 (yeast)	67252	https://www.ncbi.nlm.nih.gov/gene/?term=67252
ENSMUSG00000021713	Ppwd1	peptidylprolyl isomerase domain and WD repeat containing 1	238831	https://www.ncbi.nlm.nih.gov/gene/?term=238831
ENSMUSG00000022247	Brix1	BRX1, biogenesis of ribosomes	67832	https://www.ncbi.nlm.nih.gov/gene/?term=67832
ENSMUSG00000022361	Zhx1	zinc fingers and homeoboxes 1	22770	https://www.ncbi.nlm.nih.gov/gene/?term=22770
ENSMUSG00000022636	Alcam	activated leukocyte cell adhesion molecule	11658	https://www.ncbi.nlm.nih.gov/gene/?term=11658
ENSMUSG00000024083	Pja2	praja ring finger ubiquitin ligase 2	224938	https://www.ncbi.nlm.nih.gov/gene/?term=224938
ENSMUSG00000024174	Pot1b	protection of telomeres 1B	72836	https://www.ncbi.nlm.nih.gov/gene/?term=72836
ENSMUSG00000024253	Dync2li1	dynein cytoplasmic 2 light intermediate chain 1	213575	https://www.ncbi.nlm.nih.gov/gene/?term=213575
ENSMUSG00000024539	Ptpn2	protein tyrosine phosphatase, non-receptor type 2	19255	https://www.ncbi.nlm.nih.gov/gene/?term=19255
ENSMUSG00000024789	Jak2	Janus kinase 2	16452	https://www.ncbi.nlm.nih.gov/gene/?term=16452
ENSMUSG00000025894	Aasdhppt	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	67618	https://www.ncbi.nlm.nih.gov/gene/?term=67618
ENSMUSG00000026696	Vamp4	vesicle-associated membrane protein 4	53330	https://www.ncbi.nlm.nih.gov/gene/?term=53330
ENSMUSG00000026904	Slc4a10	solute carrier family 4, sodium bicarbonate cotransporter-like, member 10	94229	https://www.ncbi.nlm.nih.gov/gene/?term=94229
ENSMUSG00000026960	Arl6ip6	ADP-ribosylation factor-like 6 interacting protein 6	65103	https://www.ncbi.nlm.nih.gov/gene/?term=65103
ENSMUSG00000027708	Dcun1d1	DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae)	114893	https://www.ncbi.nlm.nih.gov/gene/?term=114893
ENSMUSG00000028676	Srsf10	serine/arginine-rich splicing factor 10	14105	https://www.ncbi.nlm.nih.gov/gene/?term=14105
ENSMUSG00000029211	Gabra4	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 4	14397	https://www.ncbi.nlm.nih.gov/gene/?term=14397
ENSMUSG00000029917	C130060K24Rik	RIKEN cDNA C130060K24 gene	243407	https://www.ncbi.nlm.nih.gov/gene/?term=243407
ENSMUSG00000030177	Ccdc77	coiled-coil domain containing 77	67200	https://www.ncbi.nlm.nih.gov/gene/?term=67200
ENSMUSG00000030279	C2cd5	C2 calcium-dependent domain containing 5	74741	https://www.ncbi.nlm.nih.gov/gene/?term=74741
ENSMUSG00000031327	Chic1	cysteine-rich hydrophobic domain 1	12212	https://www.ncbi.nlm.nih.gov/gene/?term=12212
ENSMUSG00000031601	Cnot7	CCR4-NOT transcription complex, subunit 7	18983	https://www.ncbi.nlm.nih.gov/gene/?term=18983
ENSMUSG00000033282	Rpgrip1l	Rpgrip1-like	244585	https://www.ncbi.nlm.nih.gov/gene/?term=244585
ENSMUSG00000037316	Bag4	BCL2-associated athanogene 4	67384	https://www.ncbi.nlm.nih.gov/gene/?term=67384
ENSMUSG00000039285	Azi2	5-azacytidine induced gene 2	27215	https://www.ncbi.nlm.nih.gov/gene/?term=27215
ENSMUSG00000039470	Zdhhc2	zinc finger, DHHC domain containing 2	70546	https://www.ncbi.nlm.nih.gov/gene/?term=70546
ENSMUSG00000041912	Tdrkh	tudor and KH domain containing protein	72634	https://www.ncbi.nlm.nih.gov/gene/?term=72634
ENSMUSG00000042505	Sdhaf3	succinate dehydrogenase complex assembly factor 3	71238	https://www.ncbi.nlm.nih.gov/gene/?term=71238
ENSMUSG00000042604	Kcna4	potassium voltage-gated channel, shaker-related subfamily, member 4	16492	https://www.ncbi.nlm.nih.gov/gene/?term=16492
ENSMUSG00000042712	Tceal9	transcription elongation factor A like 9	22381	https://www.ncbi.nlm.nih.gov/gene/?term=22381
ENSMUSG00000044147	Arf6	ADP-ribosylation factor 6	11845	https://www.ncbi.nlm.nih.gov/gene/?term=11845
ENSMUSG00000044676	Zfp612	zinc finger protein 612	234725	https://www.ncbi.nlm.nih.gov/gene/?term=234725
ENSMUSG00000045410	Akr1e1	aldo-keto reductase family 1, member E1	56043	https://www.ncbi.nlm.nih.gov/gene/?term=56043
ENSMUSG00000046753	Ccdc66	coiled-coil domain containing 66	320234	https://www.ncbi.nlm.nih.gov/gene/?term=320234
ENSMUSG00000054162	Spock3	sparc/osteonectin, cwcv and kazal-like domains proteoglycan 3	72902	https://www.ncbi.nlm.nih.gov/gene/?term=72902
ENSMUSG00000057858	Fam204a	family with sequence similarity 204, member A	76539	https://www.ncbi.nlm.nih.gov/gene/?term=76539
ENSMUSG00000058402	Zfp420	zinc finger protein 420	233058	https://www.ncbi.nlm.nih.gov/gene/?term=233058
ENSMUSG00000058503	Fam133b	family with sequence similarity 133, member B	68152	https://www.ncbi.nlm.nih.gov/gene/?term=68152
ENSMUSG00000060475	Wtap	Wilms tumour 1-associating protein	60532	https://www.ncbi.nlm.nih.gov/gene/?term=60532
ENSMUSG00000068205	Macrod2	MACRO domain containing 2	72899	https://www.ncbi.nlm.nih.gov/gene/?term=72899
ENSMUSG00000070305	Mpzl3	myelin protein zero-like 3	319742	https://www.ncbi.nlm.nih.gov/gene/?term=319742
ENSMUSG00000071855	Ccdc112	coiled-coil domain containing 112	240261	https://www.ncbi.nlm.nih.gov/gene/?term=240261
ENSMUSG00000075703	Selenoi	selenoprotein I	28042	https://www.ncbi.nlm.nih.gov/gene/?term=28042
ENSMUSG00000001260	Gabrg1	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 1	14405	https://www.ncbi.nlm.nih.gov/gene/?term=14405
ENSMUSG00000009207	Lnpk	lunapark, ER junction formation factor	69605	https://www.ncbi.nlm.nih.gov/gene/?term=69605
ENSMUSG00000016409	Nkap	NFKB activating protein	67050	https://www.ncbi.nlm.nih.gov/gene/?term=67050
ENSMUSG00000016984	Etaa1	Ewing tumor-associated antigen 1	68145	https://www.ncbi.nlm.nih.gov/gene/?term=68145
ENSMUSG00000017421	Zfp207	zinc finger protein 207	22680	https://www.ncbi.nlm.nih.gov/gene/?term=22680
ENSMUSG00000019817	Plagl1	pleiomorphic adenoma gene-like 1	22634	https://www.ncbi.nlm.nih.gov/gene/?term=22634
ENSMUSG00000019856	Fam184a	family with sequence similarity 184, member A	75906	https://www.ncbi.nlm.nih.gov/gene/?term=75906
ENSMUSG00000019907	Ppp1r12a	protein phosphatase 1, regulatory subunit 12A	17931	https://www.ncbi.nlm.nih.gov/gene/?term=17931
ENSMUSG00000020069	Hnrnph3	heterogeneous nuclear ribonucleoprotein H3	432467	https://www.ncbi.nlm.nih.gov/gene/?term=432467
ENSMUSG00000020115	Tbk1	TANK-binding kinase 1	56480	https://www.ncbi.nlm.nih.gov/gene/?term=56480
ENSMUSG00000020124	Usp15	ubiquitin specific peptidase 15	14479	https://www.ncbi.nlm.nih.gov/gene/?term=14479
ENSMUSG00000020130	Tbc1d15	TBC1 domain family, member 15	66687	https://www.ncbi.nlm.nih.gov/gene/?term=66687
ENSMUSG00000020530	Ggnbp2	gametogenetin binding protein 2	217039	https://www.ncbi.nlm.nih.gov/gene/?term=217039
ENSMUSG00000020901	Pik3r5	NA	320207	https://www.ncbi.nlm.nih.gov/gene/?term=320207
ENSMUSG00000020950	Foxg1	forkhead box G1	15228	https://www.ncbi.nlm.nih.gov/gene/?term=15228
ENSMUSG00000021111	Papola	poly (A) polymerase alpha	18789	https://www.ncbi.nlm.nih.gov/gene/?term=18789
ENSMUSG00000021115	Vrk1	vaccinia related kinase 1	22367	https://www.ncbi.nlm.nih.gov/gene/?term=22367
ENSMUSG00000021156	Zmynd11	zinc finger, MYND domain containing 11	66505	https://www.ncbi.nlm.nih.gov/gene/?term=66505
ENSMUSG00000022375	Lrrc6	leucine rich repeat containing 6 (testis)	54562	https://www.ncbi.nlm.nih.gov/gene/?term=54562
ENSMUSG00000022494	Shisa9	shisa family member 9	72555	https://www.ncbi.nlm.nih.gov/gene/?term=72555
ENSMUSG00000024304	Cdh2	cadherin 2	12558	https://www.ncbi.nlm.nih.gov/gene/?term=12558
ENSMUSG00000024491	Rbm27	RNA binding motif protein 27	225432	https://www.ncbi.nlm.nih.gov/gene/?term=225432
ENSMUSG00000025597	Klhl4	kelch-like 4	237010	https://www.ncbi.nlm.nih.gov/gene/?term=237010
ENSMUSG00000025656	Arhgef9	CDC42 guanine nucleotide exchange factor (GEF) 9	236915	https://www.ncbi.nlm.nih.gov/gene/?term=236915
ENSMUSG00000025758	Plk4	polo like kinase 4	20873	https://www.ncbi.nlm.nih.gov/gene/?term=20873
ENSMUSG00000026675	Hsd17b7	hydroxysteroid (17-beta) dehydrogenase 7	15490	https://www.ncbi.nlm.nih.gov/gene/?term=15490
ENSMUSG00000026761	Orc4	origin recognition complex, subunit 4	26428	https://www.ncbi.nlm.nih.gov/gene/?term=26428
ENSMUSG00000026771	Spopl	speckle-type POZ protein-like	76857	https://www.ncbi.nlm.nih.gov/gene/?term=76857
ENSMUSG00000026933	Camsap1	calmodulin regulated spectrin-associated protein 1	227634	https://www.ncbi.nlm.nih.gov/gene/?term=227634
ENSMUSG00000027012	Dync1i2	dynein cytoplasmic 1 intermediate chain 2	13427	https://www.ncbi.nlm.nih.gov/gene/?term=13427
ENSMUSG00000027806	Tsc22d2	TSC22 domain family, member 2	72033	https://www.ncbi.nlm.nih.gov/gene/?term=72033
ENSMUSG00000028161	Ppp3ca	protein phosphatase 3, catalytic subunit, alpha isoform	19055	https://www.ncbi.nlm.nih.gov/gene/?term=19055
ENSMUSG00000028180	Zranb2	zinc finger, RAN-binding domain containing 2	53861	https://www.ncbi.nlm.nih.gov/gene/?term=53861
ENSMUSG00000028312	Smc2	structural maintenance of chromosomes 2	14211	https://www.ncbi.nlm.nih.gov/gene/?term=14211
ENSMUSG00000028423	Nfx1	nuclear transcription factor, X-box binding 1	74164	https://www.ncbi.nlm.nih.gov/gene/?term=74164
ENSMUSG00000028576	Ift74	intraflagellar transport 74	67694	https://www.ncbi.nlm.nih.gov/gene/?term=67694
ENSMUSG00000028675	Pnrc2	proline-rich nuclear receptor coactivator 2	52830	https://www.ncbi.nlm.nih.gov/gene/?term=52830
ENSMUSG00000028986	Klhl7	kelch-like 7	52323	https://www.ncbi.nlm.nih.gov/gene/?term=52323
ENSMUSG00000029376	Mthfd2l	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like	665563	https://www.ncbi.nlm.nih.gov/gene/?term=665563
ENSMUSG00000029754	Dlx6	distal-less homeobox 6	13396	https://www.ncbi.nlm.nih.gov/gene/?term=13396
ENSMUSG00000031242	2610002M06Rik	RIKEN cDNA 2610002M06 gene	67028	https://www.ncbi.nlm.nih.gov/gene/?term=67028
ENSMUSG00000032386	Trip4	thyroid hormone receptor interactor 4	56404	https://www.ncbi.nlm.nih.gov/gene/?term=56404
ENSMUSG00000033427	Upb1	ureidopropionase, beta	103149	https://www.ncbi.nlm.nih.gov/gene/?term=103149
ENSMUSG00000033565	Rbfox2	RNA binding protein, fox-1 homolog (C. elegans) 2	93686	https://www.ncbi.nlm.nih.gov/gene/?term=93686
ENSMUSG00000034120	Srsf2	serine/arginine-rich splicing factor 2	20382	https://www.ncbi.nlm.nih.gov/gene/?term=20382
ENSMUSG00000035992	Fnip1	folliculin interacting protein 1	216742	https://www.ncbi.nlm.nih.gov/gene/?term=216742
ENSMUSG00000036478	Btg1	B cell translocation gene 1, anti-proliferative	12226	https://www.ncbi.nlm.nih.gov/gene/?term=12226
ENSMUSG00000037617	Spag1	sperm associated antigen 1	26942	https://www.ncbi.nlm.nih.gov/gene/?term=26942
ENSMUSG00000038323	1700066M21Rik	RIKEN cDNA 1700066M21 gene	73467	https://www.ncbi.nlm.nih.gov/gene/?term=73467
ENSMUSG00000038344	Txlng	taxilin gamma	353170	https://www.ncbi.nlm.nih.gov/gene/?term=353170
ENSMUSG00000040359	Ufl1	UFM1 specific ligase 1	67490	https://www.ncbi.nlm.nih.gov/gene/?term=67490
ENSMUSG00000044667	Plppr4	phospholipid phosphatase related 4	229791	https://www.ncbi.nlm.nih.gov/gene/?term=229791
ENSMUSG00000045031	Cetn4	centrin 4	207175	https://www.ncbi.nlm.nih.gov/gene/?term=207175
ENSMUSG00000046182	Gsg1l	GSG1-like	269994	https://www.ncbi.nlm.nih.gov/gene/?term=269994
ENSMUSG00000048720	Tbc1d12	TBC1D12: TBC1 domain family, member 12	209478	https://www.ncbi.nlm.nih.gov/gene/?term=209478
ENSMUSG00000048721	Fndc9	fibronectin type III domain containing 9	320116	https://www.ncbi.nlm.nih.gov/gene/?term=320116
ENSMUSG00000048756	Foxo3	forkhead box O3	56484	https://www.ncbi.nlm.nih.gov/gene/?term=56484
ENSMUSG00000048874	Phf3	PHD finger protein 3	213109	https://www.ncbi.nlm.nih.gov/gene/?term=213109
ENSMUSG00000049755	Zfp672	zinc finger protein 672	319475	https://www.ncbi.nlm.nih.gov/gene/?term=319475
ENSMUSG00000050555	Hyls1	HYLS1, centriolar and ciliogenesis associated	76832	https://www.ncbi.nlm.nih.gov/gene/?term=76832
ENSMUSG00000050711	Scg2	secretogranin II	20254	https://www.ncbi.nlm.nih.gov/gene/?term=20254
ENSMUSG00000050783	Htr1f	5-hydroxytryptamine (serotonin) receptor 1F	15557	https://www.ncbi.nlm.nih.gov/gene/?term=15557
ENSMUSG00000051098	Mblac2	metallo-beta-lactamase domain containing 2	72852	https://www.ncbi.nlm.nih.gov/gene/?term=72852
ENSMUSG00000052917	Senp7	SUMO1/sentrin specific peptidase 7	66315	https://www.ncbi.nlm.nih.gov/gene/?term=66315
ENSMUSG00000054766	Set	SET nuclear oncogene	56086	https://www.ncbi.nlm.nih.gov/gene/?term=56086
ENSMUSG00000056383	AI987944	expressed sequence AI987944	233168	https://www.ncbi.nlm.nih.gov/gene/?term=233168
ENSMUSG00000057409	Zfp53	zinc finger protein 53	24132	https://www.ncbi.nlm.nih.gov/gene/?term=24132
ENSMUSG00000057561	Eif1a	eukaryotic translation initiation factor 1A	13664	https://www.ncbi.nlm.nih.gov/gene/?term=13664
ENSMUSG00000059474	Mbtd1	mbt domain containing 1	103537	https://www.ncbi.nlm.nih.gov/gene/?term=103537
ENSMUSG00000063698	Sfxn4	sideroflexin 4	94281	https://www.ncbi.nlm.nih.gov/gene/?term=94281
ENSMUSG00000068882	Ssb	Sjogren syndrome antigen B	20823	https://www.ncbi.nlm.nih.gov/gene/?term=20823
ENSMUSG00000071533	Pcnp	PEST proteolytic signal containing nuclear protein	76302	https://www.ncbi.nlm.nih.gov/gene/?term=76302
ENSMUSG00000090641	Zfp712	zinc finger protein 712	78251	https://www.ncbi.nlm.nih.gov/gene/?term=78251
ENSMUSG00000091337	Eid1	EP300 interacting inhibitor of differentiation 1	58521	https://www.ncbi.nlm.nih.gov/gene/?term=58521
ENSMUSG00000000340	Dbt	dihydrolipoamide branched chain transacylase E2	13171	https://www.ncbi.nlm.nih.gov/gene/?term=13171
ENSMUSG00000002428	Hltf	helicase-like transcription factor	20585	https://www.ncbi.nlm.nih.gov/gene/?term=20585
ENSMUSG00000007850	Hnrnph1	heterogeneous nuclear ribonucleoprotein H1	59013	https://www.ncbi.nlm.nih.gov/gene/?term=59013
ENSMUSG00000007908	Hmgcll1	3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase-like 1	208982	https://www.ncbi.nlm.nih.gov/gene/?term=208982
ENSMUSG00000016386	Mpped2	metallophosphoesterase domain containing 2	77015	https://www.ncbi.nlm.nih.gov/gene/?term=77015
ENSMUSG00000016921	Srsf6	serine/arginine-rich splicing factor 6	67996	https://www.ncbi.nlm.nih.gov/gene/?term=67996
ENSMUSG00000017485	Top2b	topoisomerase (DNA) II beta	21974	https://www.ncbi.nlm.nih.gov/gene/?term=21974
ENSMUSG00000018733	Pex12	peroxisomal biogenesis factor 12	103737	https://www.ncbi.nlm.nih.gov/gene/?term=103737
ENSMUSG00000019857	Asf1a	anti-silencing function 1A histone chaperone	66403	https://www.ncbi.nlm.nih.gov/gene/?term=66403
ENSMUSG00000019878	Hsf2	heat shock factor 2	15500	https://www.ncbi.nlm.nih.gov/gene/?term=15500
ENSMUSG00000020091	Eif4ebp2	eukaryotic translation initiation factor 4E binding protein 2	13688	https://www.ncbi.nlm.nih.gov/gene/?term=13688
ENSMUSG00000020189	Osbpl8	oxysterol binding protein-like 8	237542	https://www.ncbi.nlm.nih.gov/gene/?term=237542
ENSMUSG00000020335	Zfp354b	zinc finger protein 354B	27274	https://www.ncbi.nlm.nih.gov/gene/?term=27274
ENSMUSG00000020580	Rock2	Rho-associated coiled-coil containing protein kinase 2	19878	https://www.ncbi.nlm.nih.gov/gene/?term=19878
ENSMUSG00000021116	Eif2s1	eukaryotic translation initiation factor 2, subunit 1 alpha	13665	https://www.ncbi.nlm.nih.gov/gene/?term=13665
ENSMUSG00000021365	Nedd9	neural precursor cell expressed, developmentally down-regulated gene 9	18003	https://www.ncbi.nlm.nih.gov/gene/?term=18003
ENSMUSG00000021552	Gkap1	G kinase anchoring protein 1	56278	https://www.ncbi.nlm.nih.gov/gene/?term=56278
ENSMUSG00000021816	Ppp3cb	protein phosphatase 3, catalytic subunit, beta isoform	19056	https://www.ncbi.nlm.nih.gov/gene/?term=19056
ENSMUSG00000021870	Slmap	sarcolemma associated protein	83997	https://www.ncbi.nlm.nih.gov/gene/?term=83997
ENSMUSG00000021877	Arf4	ADP-ribosylation factor 4	11843	https://www.ncbi.nlm.nih.gov/gene/?term=11843
ENSMUSG00000022201	Zfr	zinc finger RNA binding protein	22763	https://www.ncbi.nlm.nih.gov/gene/?term=22763
ENSMUSG00000022629	Kif21a	kinesin family member 21A	16564	https://www.ncbi.nlm.nih.gov/gene/?term=16564
ENSMUSG00000022674	Ube2v2	ubiquitin-conjugating enzyme E2 variant 2	70620	https://www.ncbi.nlm.nih.gov/gene/?term=70620
ENSMUSG00000023274	Cd4	CD4 antigen	12504	https://www.ncbi.nlm.nih.gov/gene/?term=12504
ENSMUSG00000024259	Slc25a46	solute carrier family 25, member 46	67453	https://www.ncbi.nlm.nih.gov/gene/?term=67453
