userId	geneSymbol	geneName	entrezgene	gLink
ENSMUSG00000024168	Tmem204	transmembrane protein 204	407831	https://www.ncbi.nlm.nih.gov/gene/?term=407831
ENSMUSG00000024170	Telo2	telomere maintenance 2	71718	https://www.ncbi.nlm.nih.gov/gene/?term=71718
ENSMUSG00000024640	Psat1	phosphoserine aminotransferase 1	107272	https://www.ncbi.nlm.nih.gov/gene/?term=107272
ENSMUSG00000024845	Tmem134	transmembrane protein 134	66990	https://www.ncbi.nlm.nih.gov/gene/?term=66990
ENSMUSG00000025145	Lrrc45	leucine rich repeat containing 45	217366	https://www.ncbi.nlm.nih.gov/gene/?term=217366
ENSMUSG00000025475	Adgra1	adhesion G protein-coupled receptor A1	52389	https://www.ncbi.nlm.nih.gov/gene/?term=52389
ENSMUSG00000026791	Slc2a8	solute carrier family 2, (facilitated glucose transporter), member 8	56017	https://www.ncbi.nlm.nih.gov/gene/?term=56017
ENSMUSG00000026858	Miga2	mitoguardin 2	108958	https://www.ncbi.nlm.nih.gov/gene/?term=108958
ENSMUSG00000027198	Ext2	exostoses (multiple) 2	14043	https://www.ncbi.nlm.nih.gov/gene/?term=14043
ENSMUSG00000027456	Sdcbp2	syndecan binding protein (syntenin) 2	228765	https://www.ncbi.nlm.nih.gov/gene/?term=228765
ENSMUSG00000028041	Adam15	a disintegrin and metallopeptidase domain 15 (metargidin)	11490	https://www.ncbi.nlm.nih.gov/gene/?term=11490
ENSMUSG00000028737	Aldh4a1	aldehyde dehydrogenase 4 family, member A1	212647	https://www.ncbi.nlm.nih.gov/gene/?term=212647
ENSMUSG00000029016	Clcn6	chloride channel, voltage-sensitive 6	26372	https://www.ncbi.nlm.nih.gov/gene/?term=26372
ENSMUSG00000029033	Acap3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	140500	https://www.ncbi.nlm.nih.gov/gene/?term=140500
ENSMUSG00000029196	Tada2b	transcriptional adaptor 2B	231151	https://www.ncbi.nlm.nih.gov/gene/?term=231151
ENSMUSG00000029343	Crybb1	crystallin, beta B1	12960	https://www.ncbi.nlm.nih.gov/gene/?term=12960
ENSMUSG00000029769	Ccdc136	coiled-coil domain containing 136	232664	https://www.ncbi.nlm.nih.gov/gene/?term=232664
ENSMUSG00000030098	Grip2	glutamate receptor interacting protein 2	243547	https://www.ncbi.nlm.nih.gov/gene/?term=243547
ENSMUSG00000030268	Bcat1	branched chain aminotransferase 1, cytosolic	12035	https://www.ncbi.nlm.nih.gov/gene/?term=12035
ENSMUSG00000030403	Vasp	vasodilator-stimulated phosphoprotein	22323	https://www.ncbi.nlm.nih.gov/gene/?term=22323
ENSMUSG00000030407	Qpctl	glutaminyl-peptide cyclotransferase-like	67369	https://www.ncbi.nlm.nih.gov/gene/?term=67369
ENSMUSG00000030956	Fam53b	family with sequence similarity 53, member B	77938	https://www.ncbi.nlm.nih.gov/gene/?term=77938
ENSMUSG00000031691	Tnpo2	transportin 2 (importin 3, karyopherin beta 2b)	212999	https://www.ncbi.nlm.nih.gov/gene/?term=212999
ENSMUSG00000032014	Oaf	out at first homolog	102644	https://www.ncbi.nlm.nih.gov/gene/?term=102644
ENSMUSG00000032060	Cryab	crystallin, alpha B	12955	https://www.ncbi.nlm.nih.gov/gene/?term=12955
ENSMUSG00000032086	Bace1	beta-site APP cleaving enzyme 1	23821	https://www.ncbi.nlm.nih.gov/gene/?term=23821
ENSMUSG00000032131	Abcg4	ATP binding cassette subfamily G member 4	192663	https://www.ncbi.nlm.nih.gov/gene/?term=192663
ENSMUSG00000032177	Pde4a	phosphodiesterase 4A, cAMP specific	18577	https://www.ncbi.nlm.nih.gov/gene/?term=18577
ENSMUSG00000032485	Scap	SREBF chaperone	235623	https://www.ncbi.nlm.nih.gov/gene/?term=235623
ENSMUSG00000032579	Hemk1	HemK methyltransferase family member 1	69536	https://www.ncbi.nlm.nih.gov/gene/?term=69536
ENSMUSG00000034171	Faah	fatty acid amide hydrolase	14073	https://www.ncbi.nlm.nih.gov/gene/?term=14073
ENSMUSG00000034708	Grn	granulin	14824	https://www.ncbi.nlm.nih.gov/gene/?term=14824
ENSMUSG00000034789	Rab24	RAB24, member RAS oncogene family	19336	https://www.ncbi.nlm.nih.gov/gene/?term=19336
ENSMUSG00000034930	Rtkn	rhotekin	20166	https://www.ncbi.nlm.nih.gov/gene/?term=20166
ENSMUSG00000035413	Tmem98	transmembrane protein 98	103743	https://www.ncbi.nlm.nih.gov/gene/?term=103743
ENSMUSG00000035547	Capn5	calpain 5	12337	https://www.ncbi.nlm.nih.gov/gene/?term=12337
ENSMUSG00000035629	Rubcn	RUN domain and cysteine-rich domain containing, Beclin 1-interacting protein	100502698	https://www.ncbi.nlm.nih.gov/gene/?term=100502698
ENSMUSG00000035877	Zhx3	zinc fingers and homeoboxes 3	320799	https://www.ncbi.nlm.nih.gov/gene/?term=320799
ENSMUSG00000036833	Pnpla7	patatin-like phospholipase domain containing 7	241274	https://www.ncbi.nlm.nih.gov/gene/?term=241274
ENSMUSG00000037326	Capn15	calpain 15	50817	https://www.ncbi.nlm.nih.gov/gene/?term=50817
ENSMUSG00000037977	6430571L13Rik	RIKEN cDNA 6430571L13 gene	235599	https://www.ncbi.nlm.nih.gov/gene/?term=235599
ENSMUSG00000038777	Sema6c	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C	20360	https://www.ncbi.nlm.nih.gov/gene/?term=20360
ENSMUSG00000038871	Bpgm	2,3-bisphosphoglycerate mutase	12183	https://www.ncbi.nlm.nih.gov/gene/?term=12183
ENSMUSG00000039157	Fam102a	family with sequence similarity 102, member A	98952	https://www.ncbi.nlm.nih.gov/gene/?term=98952
ENSMUSG00000039826	Trub2	TruB pseudouridine (psi) synthase family member 2	227682	https://www.ncbi.nlm.nih.gov/gene/?term=227682
ENSMUSG00000040010	Slc7a5	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	20539	https://www.ncbi.nlm.nih.gov/gene/?term=20539
ENSMUSG00000040035	Disp2	dispatched RND tramsporter family member 2	214240	https://www.ncbi.nlm.nih.gov/gene/?term=214240
ENSMUSG00000040964	Arhgef10l	Rho guanine nucleotide exchange factor (GEF) 10-like	72754	https://www.ncbi.nlm.nih.gov/gene/?term=72754
ENSMUSG00000041164	Zmiz2	zinc finger, MIZ-type containing 2	52915	https://www.ncbi.nlm.nih.gov/gene/?term=52915
ENSMUSG00000041264	Uspl1	ubiquitin specific peptidase like 1	231915	https://www.ncbi.nlm.nih.gov/gene/?term=231915
ENSMUSG00000041548	Hspb8	NA	80888	https://www.ncbi.nlm.nih.gov/gene/?term=80888
ENSMUSG00000041617	Ccdc74a	coiled-coil domain containing 74A	72315	https://www.ncbi.nlm.nih.gov/gene/?term=72315
ENSMUSG00000041736	Tspo	translocator protein	12257	https://www.ncbi.nlm.nih.gov/gene/?term=12257
ENSMUSG00000041801	Phlda3	pleckstrin homology like domain, family A, member 3	27280	https://www.ncbi.nlm.nih.gov/gene/?term=27280
ENSMUSG00000042389	Tsen2	tRNA splicing endonuclease subunit 2	381802	https://www.ncbi.nlm.nih.gov/gene/?term=381802
ENSMUSG00000045503	Sys1	SYS1 Golgi-localized integral membrane protein homolog (S. cerevisiae)	66460	https://www.ncbi.nlm.nih.gov/gene/?term=66460
ENSMUSG00000046160	Olig1	oligodendrocyte transcription factor 1	50914	https://www.ncbi.nlm.nih.gov/gene/?term=50914
ENSMUSG00000046671	Mtfr1l	mitochondrial fission regulator 1-like	76824	https://www.ncbi.nlm.nih.gov/gene/?term=76824
ENSMUSG00000047013	Fbxo41	F-box protein 41	330369	https://www.ncbi.nlm.nih.gov/gene/?term=330369
ENSMUSG00000047284	Neurl4	neuralized E3 ubiquitin protein ligase 4	216860	https://www.ncbi.nlm.nih.gov/gene/?term=216860
ENSMUSG00000047921	Trappc9	trafficking protein particle complex 9	76510	https://www.ncbi.nlm.nih.gov/gene/?term=76510
ENSMUSG00000048163	Selplg	selectin, platelet (p-selectin) ligand	20345	https://www.ncbi.nlm.nih.gov/gene/?term=20345
ENSMUSG00000048234	Rnf149	ring finger protein 149	67702	https://www.ncbi.nlm.nih.gov/gene/?term=67702
ENSMUSG00000050447	Lypd6	LY6/PLAUR domain containing 6	320343	https://www.ncbi.nlm.nih.gov/gene/?term=320343
ENSMUSG00000050989	Selenon	selenoprotein N	74777	https://www.ncbi.nlm.nih.gov/gene/?term=74777
ENSMUSG00000051786	Tubgcp6	tubulin, gamma complex associated protein 6	328580	https://www.ncbi.nlm.nih.gov/gene/?term=328580
ENSMUSG00000053293	Pom121	nuclear pore membrane protein 121	107939	https://www.ncbi.nlm.nih.gov/gene/?term=107939
ENSMUSG00000058975	Kcnc1	potassium voltage gated channel, Shaw-related subfamily, member 1	16502	https://www.ncbi.nlm.nih.gov/gene/?term=16502
ENSMUSG00000067724	Gbx1	gastrulation brain homeobox 1	231044	https://www.ncbi.nlm.nih.gov/gene/?term=231044
ENSMUSG00000070420	Zscan25	zinc finger and SCAN domain containing 25	666311	https://www.ncbi.nlm.nih.gov/gene/?term=666311
ENSMUSG00000070520	Nsmce3	NSE3 homolog, SMC5-SMC6 complex component	66647	https://www.ncbi.nlm.nih.gov/gene/?term=66647
ENSMUSG00000072082	Ccnf	cyclin F	12449	https://www.ncbi.nlm.nih.gov/gene/?term=12449
ENSMUSG00000073423	Zfp414	zinc finger protein 414	328801	https://www.ncbi.nlm.nih.gov/gene/?term=328801
ENSMUSG00000078517	Emc1	ER membrane protein complex subunit 1	230866	https://www.ncbi.nlm.nih.gov/gene/?term=230866
ENSMUSG00000078584	AU022252	expressed sequence AU022252	230696	https://www.ncbi.nlm.nih.gov/gene/?term=230696
ENSMUSG00000078786	BC024978	cDNA sequence BC024978	414069	https://www.ncbi.nlm.nih.gov/gene/?term=414069
ENSMUSG00000000916	Nsun5	NOL1/NOP2/Sun domain family, member 5	100609	https://www.ncbi.nlm.nih.gov/gene/?term=100609
ENSMUSG00000002058	Unc119	unc-119 lipid binding chaperone	22248	https://www.ncbi.nlm.nih.gov/gene/?term=22248
ENSMUSG00000002250	Ppard	peroxisome proliferator activator receptor delta	19015	https://www.ncbi.nlm.nih.gov/gene/?term=19015
ENSMUSG00000002279	Lmf1	lipase maturation factor 1	76483	https://www.ncbi.nlm.nih.gov/gene/?term=76483
ENSMUSG00000002393	Nr2f6	nuclear receptor subfamily 2, group F, member 6	13864	https://www.ncbi.nlm.nih.gov/gene/?term=13864
ENSMUSG00000002763	Pex6	peroxisomal biogenesis factor 6	224824	https://www.ncbi.nlm.nih.gov/gene/?term=224824
ENSMUSG00000002825	Qtrt1	queuine tRNA-ribosyltransferase catalytic subunit 1	60507	https://www.ncbi.nlm.nih.gov/gene/?term=60507
ENSMUSG00000004054	Map3k11	mitogen-activated protein kinase kinase kinase 11	26403	https://www.ncbi.nlm.nih.gov/gene/?term=26403
ENSMUSG00000004530	Coro1c	coronin, actin binding protein 1C	23790	https://www.ncbi.nlm.nih.gov/gene/?term=23790
ENSMUSG00000004558	Ndrg2	N-myc downstream regulated gene 2	29811	https://www.ncbi.nlm.nih.gov/gene/?term=29811
ENSMUSG00000004931	Apba3	amyloid beta (A4) precursor protein-binding, family A, member 3	57267	https://www.ncbi.nlm.nih.gov/gene/?term=57267
ENSMUSG00000006435	Neurl1a	neuralized E3 ubiquitin protein ligase 1A	18011	https://www.ncbi.nlm.nih.gov/gene/?term=18011
ENSMUSG00000007476	Lrrc8a	leucine rich repeat containing 8A	241296	https://www.ncbi.nlm.nih.gov/gene/?term=241296
ENSMUSG00000008318	Relt	RELT tumor necrosis factor receptor	320100	https://www.ncbi.nlm.nih.gov/gene/?term=320100
ENSMUSG00000009876	Cox4i2	cytochrome c oxidase subunit 4I2	84682	https://www.ncbi.nlm.nih.gov/gene/?term=84682
ENSMUSG00000015377	Dennd6b	DENN/MADD domain containing 6B	69440	https://www.ncbi.nlm.nih.gov/gene/?term=69440
ENSMUSG00000015846	Rxra	retinoid X receptor alpha	20181	https://www.ncbi.nlm.nih.gov/gene/?term=20181
ENSMUSG00000018378	Cuedc1	CUE domain containing 1	103841	https://www.ncbi.nlm.nih.gov/gene/?term=103841
ENSMUSG00000018932	Map2k3	mitogen-activated protein kinase kinase 3	26397	https://www.ncbi.nlm.nih.gov/gene/?term=26397
ENSMUSG00000020802	Ube2o	ubiquitin-conjugating enzyme E2O	217342	https://www.ncbi.nlm.nih.gov/gene/?term=217342
ENSMUSG00000022003	Slc25a30	solute carrier family 25, member 30	67554	https://www.ncbi.nlm.nih.gov/gene/?term=67554
ENSMUSG00000022517	Mgrn1	mahogunin, ring finger 1	17237	https://www.ncbi.nlm.nih.gov/gene/?term=17237
ENSMUSG00000022555	Dgat1	diacylglycerol O-acyltransferase 1	13350	https://www.ncbi.nlm.nih.gov/gene/?term=13350
ENSMUSG00000022843	Clcn2	chloride channel, voltage-sensitive 2	12724	https://www.ncbi.nlm.nih.gov/gene/?term=12724
ENSMUSG00000023192	Grm2	glutamate receptor, metabotropic 2	108068	https://www.ncbi.nlm.nih.gov/gene/?term=108068
ENSMUSG00000023972	Ptk7	PTK7 protein tyrosine kinase 7	71461	https://www.ncbi.nlm.nih.gov/gene/?term=71461
ENSMUSG00000024180	Tmem8	transmembrane protein 8	60455	https://www.ncbi.nlm.nih.gov/gene/?term=60455
ENSMUSG00000024381	Bin1	bridging integrator 1	30948	https://www.ncbi.nlm.nih.gov/gene/?term=30948
ENSMUSG00000024516	Sec11c	SEC11 homolog C, signal peptidase complex subunit	66286	https://www.ncbi.nlm.nih.gov/gene/?term=66286
ENSMUSG00000024831	Ighmbp2	immunoglobulin mu binding protein 2	20589	https://www.ncbi.nlm.nih.gov/gene/?term=20589
ENSMUSG00000024892	Pcx	pyruvate carboxylase	18563	https://www.ncbi.nlm.nih.gov/gene/?term=18563
ENSMUSG00000025137	Pcyt2	phosphate cytidylyltransferase 2, ethanolamine	68671	https://www.ncbi.nlm.nih.gov/gene/?term=68671
ENSMUSG00000025159	Mms19	MMS19 cytosolic iron-sulfur assembly component	72199	https://www.ncbi.nlm.nih.gov/gene/?term=72199
ENSMUSG00000025478	Dpysl4	dihydropyrimidinase-like 4	26757	https://www.ncbi.nlm.nih.gov/gene/?term=26757
ENSMUSG00000026289	Atg16l1	autophagy related 16-like 1 (S. cerevisiae)	77040	https://www.ncbi.nlm.nih.gov/gene/?term=77040
ENSMUSG00000026437	Cdk18	cyclin-dependent kinase 18	18557	https://www.ncbi.nlm.nih.gov/gene/?term=18557
ENSMUSG00000027408	Cpxm1	carboxypeptidase X 1 (M14 family)	56264	https://www.ncbi.nlm.nih.gov/gene/?term=56264
ENSMUSG00000027883	Gpsm2	G-protein signalling modulator 2 (AGS3-like, C. elegans)	76123	https://www.ncbi.nlm.nih.gov/gene/?term=76123
ENSMUSG00000027895	Kcnc4	potassium voltage gated channel, Shaw-related subfamily, member 4	99738	https://www.ncbi.nlm.nih.gov/gene/?term=99738
ENSMUSG00000027951	Adar	adenosine deaminase, RNA-specific	56417	https://www.ncbi.nlm.nih.gov/gene/?term=56417
ENSMUSG00000028782	Adgrb2	adhesion G protein-coupled receptor B2	230775	https://www.ncbi.nlm.nih.gov/gene/?term=230775
ENSMUSG00000028862	Map3k6	mitogen-activated protein kinase kinase kinase 6	53608	https://www.ncbi.nlm.nih.gov/gene/?term=53608
ENSMUSG00000029022	Miip	migration and invasion inhibitory protein	28010	https://www.ncbi.nlm.nih.gov/gene/?term=28010
ENSMUSG00000029123	Stk32b	serine/threonine kinase 32B	64293	https://www.ncbi.nlm.nih.gov/gene/?term=64293
ENSMUSG00000029598	Plbd2	phospholipase B domain containing 2	71772	https://www.ncbi.nlm.nih.gov/gene/?term=71772
ENSMUSG00000029723	Tsc22d4	TSC22 domain family, member 4	78829	https://www.ncbi.nlm.nih.gov/gene/?term=78829
ENSMUSG00000029861	Fam131b	family with sequence similarity 131, member B	76156	https://www.ncbi.nlm.nih.gov/gene/?term=76156
ENSMUSG00000031808	Slc27a1	solute carrier family 27 (fatty acid transporter), member 1	26457	https://www.ncbi.nlm.nih.gov/gene/?term=26457
ENSMUSG00000032012	Nectin1	nectin cell adhesion molecule 1	58235	https://www.ncbi.nlm.nih.gov/gene/?term=58235
ENSMUSG00000032312	Csk	c-src tyrosine kinase	12988	https://www.ncbi.nlm.nih.gov/gene/?term=12988
ENSMUSG00000032609	Klhdc8b	kelch domain containing 8B	78267	https://www.ncbi.nlm.nih.gov/gene/?term=78267
ENSMUSG00000032714	Syde1	synapse defective 1, Rho GTPase, homolog 1 (C. elegans)	71709	https://www.ncbi.nlm.nih.gov/gene/?term=71709
ENSMUSG00000033768	Nrxn2	neurexin II	18190	https://www.ncbi.nlm.nih.gov/gene/?term=18190
ENSMUSG00000034032	Rpap1	RNA polymerase II associated protein 1	68925	https://www.ncbi.nlm.nih.gov/gene/?term=68925
ENSMUSG00000034168	Irf2bpl	interferon regulatory factor 2 binding protein-like	238330	https://www.ncbi.nlm.nih.gov/gene/?term=238330
ENSMUSG00000034586	Hid1	HID1 domain containing	217310	https://www.ncbi.nlm.nih.gov/gene/?term=217310
ENSMUSG00000034949	Zfr2	zinc finger RNA binding protein 2	103406	https://www.ncbi.nlm.nih.gov/gene/?term=103406
ENSMUSG00000035390	Brsk1	BR serine/threonine kinase 1	381979	https://www.ncbi.nlm.nih.gov/gene/?term=381979
ENSMUSG00000035944	Ttc38	tetratricopeptide repeat domain 38	239570	https://www.ncbi.nlm.nih.gov/gene/?term=239570
ENSMUSG00000036561	Ppp6r2	protein phosphatase 6, regulatory subunit 2	71474	https://www.ncbi.nlm.nih.gov/gene/?term=71474
ENSMUSG00000037259	Dzank1	double zinc ribbon and ankyrin repeat domains 1	241688	https://www.ncbi.nlm.nih.gov/gene/?term=241688
ENSMUSG00000038740	Mvb12b	multivesicular body subunit 12B	72543	https://www.ncbi.nlm.nih.gov/gene/?term=72543
ENSMUSG00000039048	Foxred1	FAD-dependent oxidoreductase domain containing 1	235169	https://www.ncbi.nlm.nih.gov/gene/?term=235169
ENSMUSG00000039106	Htr5a	5-hydroxytryptamine (serotonin) receptor 5A	15563	https://www.ncbi.nlm.nih.gov/gene/?term=15563
ENSMUSG00000039176	Polg	polymerase (DNA directed), gamma	18975	https://www.ncbi.nlm.nih.gov/gene/?term=18975
ENSMUSG00000039307	Hexdc	hexosaminidase (glycosyl hydrolase family 20, catalytic domain) containing	238023	https://www.ncbi.nlm.nih.gov/gene/?term=238023
ENSMUSG00000039849	Pcif1	PDX1 C-terminal inhibiting factor 1	228866	https://www.ncbi.nlm.nih.gov/gene/?term=228866
ENSMUSG00000040260	Daam2	dishevelled associated activator of morphogenesis 2	76441	https://www.ncbi.nlm.nih.gov/gene/?term=76441
ENSMUSG00000040690	Col16a1	collagen, type XVI, alpha 1	107581	https://www.ncbi.nlm.nih.gov/gene/?term=107581
ENSMUSG00000043843	Tmem145	transmembrane protein 145	330485	https://www.ncbi.nlm.nih.gov/gene/?term=330485
ENSMUSG00000044328	Trp53i13	transformation related protein 53 inducible protein 13	216964	https://www.ncbi.nlm.nih.gov/gene/?term=216964
ENSMUSG00000045039	Megf8	multiple EGF-like-domains 8	269878	https://www.ncbi.nlm.nih.gov/gene/?term=269878
ENSMUSG00000047044	D030056L22Rik	RIKEN cDNA D030056L22 gene	225995	https://www.ncbi.nlm.nih.gov/gene/?term=225995
ENSMUSG00000047388	Atmin	ATM interactor	234776	https://www.ncbi.nlm.nih.gov/gene/?term=234776
ENSMUSG00000049112	Oxtr	oxytocin receptor	18430	https://www.ncbi.nlm.nih.gov/gene/?term=18430
ENSMUSG00000049313	Sorl1	sortilin-related receptor, LDLR class A repeats-containing	20660	https://www.ncbi.nlm.nih.gov/gene/?term=20660
ENSMUSG00000049721	Gal3st1	galactose-3-O-sulfotransferase 1	53897	https://www.ncbi.nlm.nih.gov/gene/?term=53897
ENSMUSG00000050248	Evc2	EvC ciliary complex subunit 2	68525	https://www.ncbi.nlm.nih.gov/gene/?term=68525
ENSMUSG00000051343	Rab11fip5	RAB11 family interacting protein 5 (class I)	52055	https://www.ncbi.nlm.nih.gov/gene/?term=52055
ENSMUSG00000055407	Map6	microtubule-associated protein 6	17760	https://www.ncbi.nlm.nih.gov/gene/?term=17760
ENSMUSG00000058153	Sez6l	seizure related 6 homolog like	56747	https://www.ncbi.nlm.nih.gov/gene/?term=56747
ENSMUSG00000058441	Panx2	pannexin 2	406218	https://www.ncbi.nlm.nih.gov/gene/?term=406218
ENSMUSG00000058486	Wdr91	WD repeat domain 91	101240	https://www.ncbi.nlm.nih.gov/gene/?term=101240
ENSMUSG00000058594	Fbh1	F-box DNA helicase 1	50755	https://www.ncbi.nlm.nih.gov/gene/?term=50755
ENSMUSG00000059851	Kmt5c	lysine methyltransferase 5C	232811	https://www.ncbi.nlm.nih.gov/gene/?term=232811
ENSMUSG00000060147	Serpinb6a	serine (or cysteine) peptidase inhibitor, clade B, member 6a	20719	https://www.ncbi.nlm.nih.gov/gene/?term=20719
ENSMUSG00000061451	Tmem151a	transmembrane protein 151A	381199	https://www.ncbi.nlm.nih.gov/gene/?term=381199
ENSMUSG00000066892	Fbxl12	F-box and leucine-rich repeat protein 12	30843	https://www.ncbi.nlm.nih.gov/gene/?term=30843
ENSMUSG00000068329	Htra2	HtrA serine peptidase 2	64704	https://www.ncbi.nlm.nih.gov/gene/?term=64704
ENSMUSG00000069806	Cacng7	calcium channel, voltage-dependent, gamma subunit 7	81904	https://www.ncbi.nlm.nih.gov/gene/?term=81904
ENSMUSG00000079055	Slc8a3	solute carrier family 8 (sodium/calcium exchanger), member 3	110893	https://www.ncbi.nlm.nih.gov/gene/?term=110893
ENSMUSG00000089917	Uckl1	uridine-cytidine kinase 1-like 1	68556	https://www.ncbi.nlm.nih.gov/gene/?term=68556
ENSMUSG00000001156	Mxd1	MAX dimerization protein 1	17119	https://www.ncbi.nlm.nih.gov/gene/?term=17119
ENSMUSG00000002771	Grin2d	glutamate receptor, ionotropic, NMDA2D (epsilon 4)	14814	https://www.ncbi.nlm.nih.gov/gene/?term=14814
ENSMUSG00000003808	Farsa	phenylalanyl-tRNA synthetase, alpha subunit	66590	https://www.ncbi.nlm.nih.gov/gene/?term=66590
ENSMUSG00000004837	Grap	GRB2-related adaptor protein	71520	https://www.ncbi.nlm.nih.gov/gene/?term=71520
ENSMUSG00000004892	Bcan	brevican	12032	https://www.ncbi.nlm.nih.gov/gene/?term=12032
ENSMUSG00000005045	Chd5	chromodomain helicase DNA binding protein 5	269610	https://www.ncbi.nlm.nih.gov/gene/?term=269610
ENSMUSG00000005442	Cic	capicua transcriptional repressor	71722	https://www.ncbi.nlm.nih.gov/gene/?term=71722
ENSMUSG00000006800	Sulf2	sulfatase 2	72043	https://www.ncbi.nlm.nih.gov/gene/?term=72043
ENSMUSG00000006931	P3h4	prolyl 3-hydroxylase family member 4 (non-enzymatic)	66180	https://www.ncbi.nlm.nih.gov/gene/?term=66180
ENSMUSG00000006958	Chrd	chordin	12667	https://www.ncbi.nlm.nih.gov/gene/?term=12667
ENSMUSG00000008435	Rdh13	retinol dehydrogenase 13 (all-trans and 9-cis)	108841	https://www.ncbi.nlm.nih.gov/gene/?term=108841
ENSMUSG00000010660	Plcd1	phospholipase C, delta 1	18799	https://www.ncbi.nlm.nih.gov/gene/?term=18799
ENSMUSG00000013921	Clip3	CAP-GLY domain containing linker protein 3	76686	https://www.ncbi.nlm.nih.gov/gene/?term=76686
ENSMUSG00000016256	Ctsz	cathepsin Z	64138	https://www.ncbi.nlm.nih.gov/gene/?term=64138
ENSMUSG00000016528	Mapkapk2	MAP kinase-activated protein kinase 2	17164	https://www.ncbi.nlm.nih.gov/gene/?term=17164
ENSMUSG00000017721	Pigt	phosphatidylinositol glycan anchor biosynthesis, class T	78928	https://www.ncbi.nlm.nih.gov/gene/?term=78928
ENSMUSG00000018906	P4ha2	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha II polypeptide	18452	https://www.ncbi.nlm.nih.gov/gene/?term=18452
ENSMUSG00000019464	Ptger1	prostaglandin E receptor 1 (subtype EP1)	19216	https://www.ncbi.nlm.nih.gov/gene/?term=19216
ENSMUSG00000019558	Slc6a8	solute carrier family 6 (neurotransmitter transporter, creatine), member 8	102857	https://www.ncbi.nlm.nih.gov/gene/?term=102857
ENSMUSG00000019988	Nedd1	neural precursor cell expressed, developmentally down-regulated gene 1	17997	https://www.ncbi.nlm.nih.gov/gene/?term=17997
ENSMUSG00000020085	Aifm2	apoptosis-inducing factor, mitochondrion-associated 2	71361	https://www.ncbi.nlm.nih.gov/gene/?term=71361
ENSMUSG00000020331	Hcn2	hyperpolarization-activated, cyclic nucleotide-gated K+ 2	15166	https://www.ncbi.nlm.nih.gov/gene/?term=15166
ENSMUSG00000020486	Sept4	septin 4	18952	https://www.ncbi.nlm.nih.gov/gene/?term=18952
ENSMUSG00000020814	Mxra7	matrix-remodelling associated 7	67622	https://www.ncbi.nlm.nih.gov/gene/?term=67622
ENSMUSG00000022094	Slc39a14	solute carrier family 39 (zinc transporter), member 14	213053	https://www.ncbi.nlm.nih.gov/gene/?term=213053
ENSMUSG00000022175	Lrp10	low-density lipoprotein receptor-related protein 10	65107	https://www.ncbi.nlm.nih.gov/gene/?term=65107
ENSMUSG00000022211	Carmil3	capping protein regulator and myosin 1 linker 3	268747	https://www.ncbi.nlm.nih.gov/gene/?term=268747
ENSMUSG00000022439	Parvg	parvin, gamma	64099	https://www.ncbi.nlm.nih.gov/gene/?term=64099
ENSMUSG00000022472	Desi1	desumoylating isopeptidase 1	28075	https://www.ncbi.nlm.nih.gov/gene/?term=28075
