userId	geneSymbol	geneName	entrezgene	gLink
ENSMUSG00000031565	Fgfr1	fibroblast growth factor receptor 1	14182	https://www.ncbi.nlm.nih.gov/gene/?term=14182
ENSMUSG00000031659	Adcy7	adenylate cyclase 7	11513	https://www.ncbi.nlm.nih.gov/gene/?term=11513
ENSMUSG00000031665	Sall1	spalt like transcription factor 1	58198	https://www.ncbi.nlm.nih.gov/gene/?term=58198
ENSMUSG00000031714	Gab1	growth factor receptor bound protein 2-associated protein 1	14388	https://www.ncbi.nlm.nih.gov/gene/?term=14388
ENSMUSG00000032035	Ets1	E26 avian leukemia oncogene 1, 5' domain	23871	https://www.ncbi.nlm.nih.gov/gene/?term=23871
ENSMUSG00000032089	Il10ra	interleukin 10 receptor, alpha	16154	https://www.ncbi.nlm.nih.gov/gene/?term=16154
ENSMUSG00000032198	Dock6	dedicator of cytokinesis 6	319899	https://www.ncbi.nlm.nih.gov/gene/?term=319899
ENSMUSG00000034041	Lyl1	lymphoblastomic leukemia 1	17095	https://www.ncbi.nlm.nih.gov/gene/?term=17095
ENSMUSG00000034317	Trim59	tripartite motif-containing 59	66949	https://www.ncbi.nlm.nih.gov/gene/?term=66949
ENSMUSG00000035235	Trim13	tripartite motif-containing 13	66597	https://www.ncbi.nlm.nih.gov/gene/?term=66597
ENSMUSG00000036606	Plxnb2	plexin B2	140570	https://www.ncbi.nlm.nih.gov/gene/?term=140570
ENSMUSG00000037784	Dzip1l	DAZ interacting protein 1-like	72507	https://www.ncbi.nlm.nih.gov/gene/?term=72507
ENSMUSG00000038146	Notch3	notch 3	18131	https://www.ncbi.nlm.nih.gov/gene/?term=18131
ENSMUSG00000038642	Ctss	cathepsin S	13040	https://www.ncbi.nlm.nih.gov/gene/?term=13040
ENSMUSG00000042190	Cmklr1	chemokine-like receptor 1	14747	https://www.ncbi.nlm.nih.gov/gene/?term=14747
ENSMUSG00000045817	Zfp36l2	zinc finger protein 36, C3H type-like 2	12193	https://www.ncbi.nlm.nih.gov/gene/?term=12193
ENSMUSG00000049044	Rapgef4	Rap guanine nucleotide exchange factor (GEF) 4	56508	https://www.ncbi.nlm.nih.gov/gene/?term=56508
ENSMUSG00000052336	Cx3cr1	chemokine (C-X3-C motif) receptor 1	13051	https://www.ncbi.nlm.nih.gov/gene/?term=13051
ENSMUSG00000055200	Sertad3	SERTA domain containing 3	170742	https://www.ncbi.nlm.nih.gov/gene/?term=170742
ENSMUSG00000056966	Gjc3	gap junction protein, gamma 3	118446	https://www.ncbi.nlm.nih.gov/gene/?term=118446
ENSMUSG00000071847	Apcdd1	adenomatosis polyposis coli down-regulated 1	494504	https://www.ncbi.nlm.nih.gov/gene/?term=494504
ENSMUSG00000073411	H2-D1	histocompatibility 2, D region locus 1	14964	https://www.ncbi.nlm.nih.gov/gene/?term=14964
ENSMUSG00000073680	Tmem88b	transmembrane protein 88B	320587	https://www.ncbi.nlm.nih.gov/gene/?term=320587
ENSMUSG00000074269	Rec114	REC114 meiotic recombination protein	73673	https://www.ncbi.nlm.nih.gov/gene/?term=73673
ENSMUSG00000079110	Capn3	calpain 3	12335	https://www.ncbi.nlm.nih.gov/gene/?term=12335
ENSMUSG00000001946	Esam	endothelial cell-specific adhesion molecule	69524	https://www.ncbi.nlm.nih.gov/gene/?term=69524
ENSMUSG00000003573	Homer3	homer scaffolding protein 3	26558	https://www.ncbi.nlm.nih.gov/gene/?term=26558
ENSMUSG00000004044	Cavin1	caveolae associated 1	19285	https://www.ncbi.nlm.nih.gov/gene/?term=19285
ENSMUSG00000005615	Pcyt1a	phosphate cytidylyltransferase 1, choline, alpha isoform	13026	https://www.ncbi.nlm.nih.gov/gene/?term=13026
ENSMUSG00000010021	Kif19a	kinesin family member 19A	286942	https://www.ncbi.nlm.nih.gov/gene/?term=286942
ENSMUSG00000011158	Brf1	BRF1, RNA polymerase III transcription initiation factor 90 kDa subunit	72308	https://www.ncbi.nlm.nih.gov/gene/?term=72308
ENSMUSG00000014303	Glis2	GLIS family zinc finger 2	83396	https://www.ncbi.nlm.nih.gov/gene/?term=83396
ENSMUSG00000015112	Slc25a13	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 13	50799	https://www.ncbi.nlm.nih.gov/gene/?term=50799
ENSMUSG00000015970	Chdh	choline dehydrogenase	218865	https://www.ncbi.nlm.nih.gov/gene/?term=218865
ENSMUSG00000017754	Pltp	phospholipid transfer protein	18830	https://www.ncbi.nlm.nih.gov/gene/?term=18830
ENSMUSG00000018169	Mfng	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	17305	https://www.ncbi.nlm.nih.gov/gene/?term=17305
ENSMUSG00000018459	Slc13a3	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3	114644	https://www.ncbi.nlm.nih.gov/gene/?term=114644
ENSMUSG00000019055	Plod1	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1	18822	https://www.ncbi.nlm.nih.gov/gene/?term=18822
ENSMUSG00000019297	Nop9	NOP9 nucleolar protein	67842	https://www.ncbi.nlm.nih.gov/gene/?term=67842
ENSMUSG00000020828	Pld2	phospholipase D2	18806	https://www.ncbi.nlm.nih.gov/gene/?term=18806
ENSMUSG00000021242	Npc2	NPC intracellular cholesterol transporter 2	67963	https://www.ncbi.nlm.nih.gov/gene/?term=67963
ENSMUSG00000023348	Trip6	thyroid hormone receptor interactor 6	22051	https://www.ncbi.nlm.nih.gov/gene/?term=22051
ENSMUSG00000023805	Synj2	synaptojanin 2	20975	https://www.ncbi.nlm.nih.gov/gene/?term=20975
ENSMUSG00000024104	Washc2	WASH complex subunit 2`	28006	https://www.ncbi.nlm.nih.gov/gene/?term=28006
ENSMUSG00000025203	Scd2	stearoyl-Coenzyme A desaturase 2	20250	https://www.ncbi.nlm.nih.gov/gene/?term=20250
ENSMUSG00000025352	Gdf11	growth differentiation factor 11	14561	https://www.ncbi.nlm.nih.gov/gene/?term=14561
ENSMUSG00000025353	Ormdl2	ORM1-like 2 (S. cerevisiae)	66844	https://www.ncbi.nlm.nih.gov/gene/?term=66844
ENSMUSG00000025366	Esyt1	extended synaptotagmin-like protein 1	23943	https://www.ncbi.nlm.nih.gov/gene/?term=23943
ENSMUSG00000025464	Paox	polyamine oxidase (exo-N4-amino)	212503	https://www.ncbi.nlm.nih.gov/gene/?term=212503
ENSMUSG00000026064	Ptp4a1	protein tyrosine phosphatase 4a1	19243	https://www.ncbi.nlm.nih.gov/gene/?term=19243
ENSMUSG00000026227	2810459M11Rik	RIKEN cDNA 2810459M11 gene	72792	https://www.ncbi.nlm.nih.gov/gene/?term=72792
ENSMUSG00000026433	Rab29	RAB29, member RAS oncogene family	226422	https://www.ncbi.nlm.nih.gov/gene/?term=226422
ENSMUSG00000028150	Rorc	RAR-related orphan receptor gamma	19885	https://www.ncbi.nlm.nih.gov/gene/?term=19885
ENSMUSG00000028405	Aco1	aconitase 1	11428	https://www.ncbi.nlm.nih.gov/gene/?term=11428
ENSMUSG00000028645	Slc2a1	solute carrier family 2 (facilitated glucose transporter), member 1	20525	https://www.ncbi.nlm.nih.gov/gene/?term=20525
ENSMUSG00000029304	Spp1	secreted phosphoprotein 1	20750	https://www.ncbi.nlm.nih.gov/gene/?term=20750
ENSMUSG00000029446	Psph	phosphoserine phosphatase	100678	https://www.ncbi.nlm.nih.gov/gene/?term=100678
ENSMUSG00000029622	Arpc1b	actin related protein 2/3 complex, subunit 1B	11867	https://www.ncbi.nlm.nih.gov/gene/?term=11867
ENSMUSG00000029810	Tmem176b	transmembrane protein 176B	65963	https://www.ncbi.nlm.nih.gov/gene/?term=65963
ENSMUSG00000030413	Pglyrp1	peptidoglycan recognition protein 1	21946	https://www.ncbi.nlm.nih.gov/gene/?term=21946
ENSMUSG00000032517	Mobp	myelin-associated oligodendrocytic basic protein	17433	https://www.ncbi.nlm.nih.gov/gene/?term=17433
ENSMUSG00000032540	Abhd5	abhydrolase domain containing 5	67469	https://www.ncbi.nlm.nih.gov/gene/?term=67469
ENSMUSG00000032733	Snx33	sorting nexin 33	235406	https://www.ncbi.nlm.nih.gov/gene/?term=235406
ENSMUSG00000033170	Card10	caspase recruitment domain family, member 10	105844	https://www.ncbi.nlm.nih.gov/gene/?term=105844
ENSMUSG00000033191	Tie1	tyrosine kinase with immunoglobulin-like and EGF-like domains 1	21846	https://www.ncbi.nlm.nih.gov/gene/?term=21846
ENSMUSG00000033769	Exoc6b	exocyst complex component 6B	75914	https://www.ncbi.nlm.nih.gov/gene/?term=75914
ENSMUSG00000034826	Nup54	nucleoporin 54	269113	https://www.ncbi.nlm.nih.gov/gene/?term=269113
ENSMUSG00000036639	Nudt1	nudix (nucleoside diphosphate linked moiety X)-type motif 1	17766	https://www.ncbi.nlm.nih.gov/gene/?term=17766
ENSMUSG00000037031	Tspan15	tetraspanin 15	70423	https://www.ncbi.nlm.nih.gov/gene/?term=70423
ENSMUSG00000038058	Nod1	nucleotide-binding oligomerization domain containing 1	107607	https://www.ncbi.nlm.nih.gov/gene/?term=107607
ENSMUSG00000038094	Atp13a4	ATPase type 13A4	224079	https://www.ncbi.nlm.nih.gov/gene/?term=224079
ENSMUSG00000038542	Pcid2	PCI domain containing 2	234069	https://www.ncbi.nlm.nih.gov/gene/?term=234069
ENSMUSG00000039007	Cpq	carboxypeptidase Q	54381	https://www.ncbi.nlm.nih.gov/gene/?term=54381
ENSMUSG00000040043	Rbms2	RNA binding motif, single stranded interacting protein 2	56516	https://www.ncbi.nlm.nih.gov/gene/?term=56516
ENSMUSG00000040158	Tax1bp3	Tax1 (human T cell leukemia virus type I) binding protein 3	76281	https://www.ncbi.nlm.nih.gov/gene/?term=76281
ENSMUSG00000041205	Map6d1	MAP6 domain containing 1	208158	https://www.ncbi.nlm.nih.gov/gene/?term=208158
ENSMUSG00000042229	Rabif	RAB interacting factor	98710	https://www.ncbi.nlm.nih.gov/gene/?term=98710
ENSMUSG00000042289	Hsd3b7	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7	101502	https://www.ncbi.nlm.nih.gov/gene/?term=101502
ENSMUSG00000042613	Pbxip1	pre B cell leukemia transcription factor interacting protein 1	229534	https://www.ncbi.nlm.nih.gov/gene/?term=229534
ENSMUSG00000043162	Pyurf	Pigy upstream reading frame	66459	https://www.ncbi.nlm.nih.gov/gene/?term=66459
ENSMUSG00000043518	Rai2	retinoic acid induced 2	24004	https://www.ncbi.nlm.nih.gov/gene/?term=24004
ENSMUSG00000044811	Cd300c2	CD300C molecule 2	140497	https://www.ncbi.nlm.nih.gov/gene/?term=140497
ENSMUSG00000044968	Napepld	N-acyl phosphatidylethanolamine phospholipase D	242864	https://www.ncbi.nlm.nih.gov/gene/?term=242864
ENSMUSG00000045639	Zfp629	zinc finger protein 629	320683	https://www.ncbi.nlm.nih.gov/gene/?term=320683
ENSMUSG00000047250	Ptgs1	prostaglandin-endoperoxide synthase 1	19224	https://www.ncbi.nlm.nih.gov/gene/?term=19224
ENSMUSG00000049657	Zbtb5	zinc finger and BTB domain containing 5	230119	https://www.ncbi.nlm.nih.gov/gene/?term=230119
ENSMUSG00000054381	Zfp747	zinc finger protein 747	269997	https://www.ncbi.nlm.nih.gov/gene/?term=269997
ENSMUSG00000056306	Sertm1	serine rich and transmembrane domain containing 1	329641	https://www.ncbi.nlm.nih.gov/gene/?term=329641
ENSMUSG00000062116	Zfp954	zinc finger protein 954	232853	https://www.ncbi.nlm.nih.gov/gene/?term=232853
ENSMUSG00000071856	Mcc	mutated in colorectal cancers	328949	https://www.ncbi.nlm.nih.gov/gene/?term=328949
ENSMUSG00000074793	Hspa12b	heat shock protein 12B	72630	https://www.ncbi.nlm.nih.gov/gene/?term=72630
ENSMUSG00000095325	Zfp870	zinc finger protein 870	240066	https://www.ncbi.nlm.nih.gov/gene/?term=240066
ENSMUSG00000001034	Mapk7	mitogen-activated protein kinase 7	23939	https://www.ncbi.nlm.nih.gov/gene/?term=23939
ENSMUSG00000001240	Ramp2	receptor (calcitonin) activity modifying protein 2	54409	https://www.ncbi.nlm.nih.gov/gene/?term=54409
ENSMUSG00000001521	Tulp3	tubby-like protein 3	22158	https://www.ncbi.nlm.nih.gov/gene/?term=22158
ENSMUSG00000003420	Fcgrt	Fc receptor, IgG, alpha chain transporter	14132	https://www.ncbi.nlm.nih.gov/gene/?term=14132
ENSMUSG00000004270	Lpcat3	lysophosphatidylcholine acyltransferase 3	14792	https://www.ncbi.nlm.nih.gov/gene/?term=14792
ENSMUSG00000011884	Gltp	glycolipid transfer protein	56356	https://www.ncbi.nlm.nih.gov/gene/?term=56356
ENSMUSG00000015950	Ncf1	neutrophil cytosolic factor 1	17969	https://www.ncbi.nlm.nih.gov/gene/?term=17969
ENSMUSG00000020099	Unc5b	unc-5 netrin receptor B	107449	https://www.ncbi.nlm.nih.gov/gene/?term=107449
ENSMUSG00000020334	Slc22a4	solute carrier family 22 (organic cation transporter), member 4	30805	https://www.ncbi.nlm.nih.gov/gene/?term=30805
ENSMUSG00000020439	Smtn	smoothelin	29856	https://www.ncbi.nlm.nih.gov/gene/?term=29856
ENSMUSG00000020576	Nbas	neuroblastoma amplified sequence	71169	https://www.ncbi.nlm.nih.gov/gene/?term=71169
ENSMUSG00000020681	Ace	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	11421	https://www.ncbi.nlm.nih.gov/gene/?term=11421
ENSMUSG00000022091	Sorbs3	sorbin and SH3 domain containing 3	20410	https://www.ncbi.nlm.nih.gov/gene/?term=20410
ENSMUSG00000022475	Hdac7	histone deacetylase 7	56233	https://www.ncbi.nlm.nih.gov/gene/?term=56233
ENSMUSG00000024247	Pkdcc	protein kinase domain containing, cytoplasmic	106522	https://www.ncbi.nlm.nih.gov/gene/?term=106522
ENSMUSG00000024299	Adamts10	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 10	224697	https://www.ncbi.nlm.nih.gov/gene/?term=224697
ENSMUSG00000024818	Slc25a45	solute carrier family 25, member 45	107375	https://www.ncbi.nlm.nih.gov/gene/?term=107375
ENSMUSG00000025555	Farp1	FERM, RhoGEF (Arhgef) and pleckstrin domain protein 1 (chondrocyte-derived)	223254	https://www.ncbi.nlm.nih.gov/gene/?term=223254
ENSMUSG00000025745	Hadha	hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit	97212	https://www.ncbi.nlm.nih.gov/gene/?term=97212
ENSMUSG00000026121	Sema4c	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C	20353	https://www.ncbi.nlm.nih.gov/gene/?term=20353
ENSMUSG00000026442	Nfasc	neurofascin	269116	https://www.ncbi.nlm.nih.gov/gene/?term=269116
ENSMUSG00000026509	Capn2	calpain 2	12334	https://www.ncbi.nlm.nih.gov/gene/?term=12334
ENSMUSG00000026556	Vangl2	VANGL planar cell polarity 2	93840	https://www.ncbi.nlm.nih.gov/gene/?term=93840
ENSMUSG00000026656	Fcgr2b	Fc receptor, IgG, low affinity IIb	14130	https://www.ncbi.nlm.nih.gov/gene/?term=14130
ENSMUSG00000026840	Lamc3	laminin gamma 3	23928	https://www.ncbi.nlm.nih.gov/gene/?term=23928
ENSMUSG00000027293	Ehd4	EH-domain containing 4	98878	https://www.ncbi.nlm.nih.gov/gene/?term=98878
ENSMUSG00000027339	Rassf2	Ras association (RalGDS/AF-6) domain family member 2	215653	https://www.ncbi.nlm.nih.gov/gene/?term=215653
ENSMUSG00000027434	Nkx2-2	NK2 homeobox 2	18088	https://www.ncbi.nlm.nih.gov/gene/?term=18088
ENSMUSG00000030104	Edem1	ER degradation enhancer, mannosidase alpha-like 1	192193	https://www.ncbi.nlm.nih.gov/gene/?term=192193
ENSMUSG00000030255	Sspn	sarcospan	16651	https://www.ncbi.nlm.nih.gov/gene/?term=16651
ENSMUSG00000031385	Plxnb3	plexin B3	140571	https://www.ncbi.nlm.nih.gov/gene/?term=140571
ENSMUSG00000032741	Tpcn1	two pore channel 1	252972	https://www.ncbi.nlm.nih.gov/gene/?term=252972
ENSMUSG00000032902	Slc16a1	solute carrier family 16 (monocarboxylic acid transporters), member 1	20501	https://www.ncbi.nlm.nih.gov/gene/?term=20501
ENSMUSG00000033039	Micall1	microtubule associated monooxygenase, calponin and LIM domain containing -like 1	27008	https://www.ncbi.nlm.nih.gov/gene/?term=27008
ENSMUSG00000033335	Dnm2	dynamin 2	13430	https://www.ncbi.nlm.nih.gov/gene/?term=13430
ENSMUSG00000033420	Antxr1	anthrax toxin receptor 1	69538	https://www.ncbi.nlm.nih.gov/gene/?term=69538
ENSMUSG00000035441	Myo1d	myosin ID	338367	https://www.ncbi.nlm.nih.gov/gene/?term=338367
ENSMUSG00000038855	Itpkb	inositol 1,4,5-trisphosphate 3-kinase B	320404	https://www.ncbi.nlm.nih.gov/gene/?term=320404
ENSMUSG00000041598	Cdc42ep4	CDC42 effector protein (Rho GTPase binding) 4	56699	https://www.ncbi.nlm.nih.gov/gene/?term=56699
ENSMUSG00000042286	Stab1	stabilin 1	192187	https://www.ncbi.nlm.nih.gov/gene/?term=192187
ENSMUSG00000042816	Gpr151	G protein-coupled receptor 151	240239	https://www.ncbi.nlm.nih.gov/gene/?term=240239
ENSMUSG00000043496	Tril	TLR4 interactor with leucine-rich repeats	66873	https://www.ncbi.nlm.nih.gov/gene/?term=66873
ENSMUSG00000044037	Als2cl	ALS2 C-terminal like	235633	https://www.ncbi.nlm.nih.gov/gene/?term=235633
ENSMUSG00000044576	Garem2	GRB2 associated regulator of MAPK1 subtype 2	242915	https://www.ncbi.nlm.nih.gov/gene/?term=242915
ENSMUSG00000046470	Sox18	SRY (sex determining region Y)-box 18	20672	https://www.ncbi.nlm.nih.gov/gene/?term=20672
ENSMUSG00000047797	Gjb1	gap junction protein, beta 1	14618	https://www.ncbi.nlm.nih.gov/gene/?term=14618
ENSMUSG00000051041	Olfml1	olfactomedin-like 1	244198	https://www.ncbi.nlm.nih.gov/gene/?term=244198
ENSMUSG00000052160	Pld4	phospholipase D family, member 4	104759	https://www.ncbi.nlm.nih.gov/gene/?term=104759
ENSMUSG00000055945	Prr18	proline rich 18	320111	https://www.ncbi.nlm.nih.gov/gene/?term=320111
ENSMUSG00000061119	Prcp	prolylcarboxypeptidase (angiotensinase C)	72461	https://www.ncbi.nlm.nih.gov/gene/?term=72461
ENSMUSG00000061517	Sox21	SRY (sex determining region Y)-box 21	223227	https://www.ncbi.nlm.nih.gov/gene/?term=223227
ENSMUSG00000001761	Smo	smoothened, frizzled class receptor	319757	https://www.ncbi.nlm.nih.gov/gene/?term=319757
ENSMUSG00000001942	Siae	sialic acid acetylesterase	22619	https://www.ncbi.nlm.nih.gov/gene/?term=22619
ENSMUSG00000007872	Id3	inhibitor of DNA binding 3	15903	https://www.ncbi.nlm.nih.gov/gene/?term=15903
ENSMUSG00000013707	Tnfaip8l2	tumor necrosis factor, alpha-induced protein 8-like 2	69769	https://www.ncbi.nlm.nih.gov/gene/?term=69769
ENSMUSG00000017801	Mlx	MAX-like protein X	21428	https://www.ncbi.nlm.nih.gov/gene/?term=21428
ENSMUSG00000018822	Sfrp5	secreted frizzled-related sequence protein 5	54612	https://www.ncbi.nlm.nih.gov/gene/?term=54612
ENSMUSG00000019066	Rab3d	RAB3D, member RAS oncogene family	19340	https://www.ncbi.nlm.nih.gov/gene/?term=19340
ENSMUSG00000021190	Lgmn	legumain	19141	https://www.ncbi.nlm.nih.gov/gene/?term=19141
ENSMUSG00000022962	Gart	phosphoribosylglycinamide formyltransferase	14450	https://www.ncbi.nlm.nih.gov/gene/?term=14450
ENSMUSG00000024037	Wdr4	WD repeat domain 4	57773	https://www.ncbi.nlm.nih.gov/gene/?term=57773
ENSMUSG00000024063	Lbh	limb-bud and heart	77889	https://www.ncbi.nlm.nih.gov/gene/?term=77889
ENSMUSG00000024347	Psd2	pleckstrin and Sec7 domain containing 2	74002	https://www.ncbi.nlm.nih.gov/gene/?term=74002
ENSMUSG00000025702	March8	membrane-associated ring finger (C3HC4) 8	71779	https://www.ncbi.nlm.nih.gov/gene/?term=71779
ENSMUSG00000026317	Cln8	ceroid-lipofuscinosis, neuronal 8	26889	https://www.ncbi.nlm.nih.gov/gene/?term=26889
ENSMUSG00000026879	Gsn	gelsolin	227753	https://www.ncbi.nlm.nih.gov/gene/?term=227753
ENSMUSG00000027429	Sec23b	SEC23 homolog B, COPII coat complex component	27054	https://www.ncbi.nlm.nih.gov/gene/?term=27054
ENSMUSG00000029545	Acads	acyl-Coenzyme A dehydrogenase, short chain	11409	https://www.ncbi.nlm.nih.gov/gene/?term=11409
ENSMUSG00000029781	Fkbp9	FK506 binding protein 9	27055	https://www.ncbi.nlm.nih.gov/gene/?term=27055
ENSMUSG00000030095	Tmem43	transmembrane protein 43	74122	https://www.ncbi.nlm.nih.gov/gene/?term=74122
ENSMUSG00000031887	Tradd	TNFRSF1A-associated via death domain	71609	https://www.ncbi.nlm.nih.gov/gene/?term=71609
ENSMUSG00000033653	Vps8	VPS8 CORVET complex subunit	209018	https://www.ncbi.nlm.nih.gov/gene/?term=209018
ENSMUSG00000033717	Adra2a	adrenergic receptor, alpha 2a	11551	https://www.ncbi.nlm.nih.gov/gene/?term=11551
ENSMUSG00000034055	Phka1	phosphorylase kinase alpha 1	18679	https://www.ncbi.nlm.nih.gov/gene/?term=18679
ENSMUSG00000034290	Nek9	NIMA (never in mitosis gene a)-related expressed kinase 9	217718	https://www.ncbi.nlm.nih.gov/gene/?term=217718
ENSMUSG00000035722	Abca7	ATP-binding cassette, sub-family A (ABC1), member 7	27403	https://www.ncbi.nlm.nih.gov/gene/?term=27403
ENSMUSG00000035805	Mlc1	megalencephalic leukoencephalopathy with subcortical cysts 1 homolog (human)	170790	https://www.ncbi.nlm.nih.gov/gene/?term=170790
ENSMUSG00000036158	Prickle1	prickle planar cell polarity protein 1	106042	https://www.ncbi.nlm.nih.gov/gene/?term=106042
ENSMUSG00000038065	Mturn	maturin, neural progenitor differentiation regulator homolog (Xenopus)	68235	https://www.ncbi.nlm.nih.gov/gene/?term=68235
ENSMUSG00000045576	St7l	suppression of tumorigenicity 7-like	229681	https://www.ncbi.nlm.nih.gov/gene/?term=229681
ENSMUSG00000046841	Ckap4	cytoskeleton-associated protein 4	216197	https://www.ncbi.nlm.nih.gov/gene/?term=216197
ENSMUSG00000047371	Zfp768	zinc finger protein 768	233890	https://www.ncbi.nlm.nih.gov/gene/?term=233890
ENSMUSG00000052151	Plpp2	phospholipid phosphatase 2	50784	https://www.ncbi.nlm.nih.gov/gene/?term=50784
ENSMUSG00000053647	Gper1	G protein-coupled estrogen receptor 1	76854	https://www.ncbi.nlm.nih.gov/gene/?term=76854
ENSMUSG00000056515	Rab31	RAB31, member RAS oncogene family	106572	https://www.ncbi.nlm.nih.gov/gene/?term=106572
ENSMUSG00000063849	Ppcdc	phosphopantothenoylcysteine decarboxylase	66812	https://www.ncbi.nlm.nih.gov/gene/?term=66812
ENSMUSG00000079111	Kdelr2	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2	66913	https://www.ncbi.nlm.nih.gov/gene/?term=66913
ENSMUSG00000000594	Gm2a	GM2 ganglioside activator protein	14667	https://www.ncbi.nlm.nih.gov/gene/?term=14667
ENSMUSG00000001750	Tcirg1	T cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3	27060	https://www.ncbi.nlm.nih.gov/gene/?term=27060
ENSMUSG00000003644	Rps6ka1	NA	20111	https://www.ncbi.nlm.nih.gov/gene/?term=20111
